,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
50683,RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,15.0,6.0,69
50686,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,17,AUSTRIA,56.5,36.73,28
50690,JZI,Airlines,Online,Basic Plan,No,12,INDONESIA,30.0,10.5,54
50692,JZI,Airlines,Online,Basic Plan,No,12,CHINA,35.0,12.25,58
50693,JZI,Airlines,Online,Basic Plan,No,25,HONG KONG,26.0,9.1,57
50694,JZI,Airlines,Online,Basic Plan,No,19,INDONESIA,22.0,7.7,40
50695,JZI,Airlines,Online,Basic Plan,No,10,CHINA,26.0,9.1,41
50696,JZI,Airlines,Online,Basic Plan,No,3,MYANMAR,18.0,6.3,51
50697,JZI,Airlines,Online,Basic Plan,No,19,INDONESIA,18.0,6.3,40
50699,JZI,Airlines,Online,Basic Plan,No,28,JAPAN,26.0,9.1,40
50701,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,22.0,7.7,54
50703,JZI,Airlines,Online,Basic Plan,No,17,VIET NAM,22.0,7.7,56
50762,ART,Airlines,Online,24 Protect,No,11,MALAYSIA,8.62,3.02,48
50763,ART,Airlines,Online,24 Protect,No,14,PHILIPPINES,53.21,18.62,39
50768,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,33.5,8.38,34
50769,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,39.0,9.75,36
50770,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,20.0,5.0,26
50771,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,16.0,4.0,55
50772,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,26.5,6.63,59
50773,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,69.5,17.38,36
50774,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,60.0,15.0,28
50775,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,16.0,4.0,32
50778,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,39.0,9.75,51
50788,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,AUSTRALIA,19.8,11.88,42
50792,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,THAILAND,29.7,17.82,70
50794,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,FRANCE,29.7,17.82,31
50795,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,MALAYSIA,19.8,11.88,43
50796,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,AUSTRALIA,89.1,53.46,53
50798,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,MALAYSIA,9.9,5.94,27
50807,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,INDONESIA,66.0,0.0,36
50809,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,SINGAPORE,22.0,0.0,36
50811,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,MALAYSIA,20.0,0.0,32
50814,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,FRANCE,81.0,0.0,36
50821,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,UNITED ARAB EMIRATES,105.0,0.0,36
50825,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,HONG KONG,27.0,0.0,36
50830,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,THAILAND,46.0,0.0,36
50832,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,THAILAND,33.0,0.0,46
50834,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,JAPAN,34.0,0.0,36
50835,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CHINA,35.0,0.0,36
50837,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MALAYSIA,29.0,0.0,36
50839,EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,15.0,0.0,43
50843,EPX,Travel Agency,Online,Cancellation Plan,No,11,THAILAND,10.0,0.0,38
50846,EPX,Travel Agency,Online,Cancellation Plan,No,7,CHINA,44.0,0.0,36
50847,EPX,Travel Agency,Online,Cancellation Plan,No,16,MALAYSIA,10.0,0.0,31
50848,EPX,Travel Agency,Online,Cancellation Plan,No,3,CHINA,16.0,0.0,36
50851,EPX,Travel Agency,Online,Cancellation Plan,No,25,ISRAEL,80.0,0.0,36
50854,EPX,Travel Agency,Online,Cancellation Plan,No,9,INDONESIA,38.0,0.0,42
50856,EPX,Travel Agency,Online,Cancellation Plan,No,15,INDIA,11.0,0.0,28
50857,EPX,Travel Agency,Online,Cancellation Plan,No,8,SINGAPORE,16.0,0.0,36
50861,EPX,Travel Agency,Online,Cancellation Plan,No,21,THAILAND,10.0,0.0,28
50864,EPX,Travel Agency,Online,Cancellation Plan,No,6,THAILAND,28.0,0.0,29
50867,EPX,Travel Agency,Online,Cancellation Plan,No,6,THAILAND,17.0,0.0,36
50868,EPX,Travel Agency,Online,Cancellation Plan,No,6,HONG KONG,23.0,0.0,36
50869,EPX,Travel Agency,Online,Cancellation Plan,No,15,JAPAN,34.0,0.0,36
50872,EPX,Travel Agency,Online,Cancellation Plan,No,21,PHILIPPINES,12.0,0.0,36
50873,EPX,Travel Agency,Online,Cancellation Plan,No,28,UNITED STATES,74.0,0.0,47
50874,EPX,Travel Agency,Online,Cancellation Plan,No,6,THAILAND,33.0,0.0,36
50876,EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,18.0,0.0,36
50880,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,SINGAPORE,20.0,0.0,59
50882,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,SINGAPORE,20.0,0.0,41
50887,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,MALAYSIA,20.0,0.0,69
50889,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,21,INDONESIA,20.0,0.0,31
50892,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,CHINA,24.0,0.0,36
50897,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15.0,6.0,35
50898,RAB,Airlines,Online,Value Plan,No,5,MALAYSIA,15.0,6.0,38
50900,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,18,AUSTRALIA,42.0,27.3,40
50901,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,Yes,5,CHINA,42.0,27.3,46
50902,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,UNITED STATES,48.5,31.53,40
50922,JZI,Airlines,Online,Basic Plan,No,9,CHINA,22.0,7.7,27
50924,JZI,Airlines,Online,Basic Plan,No,5,CHINA,26.0,9.1,41
50925,JZI,Airlines,Online,Basic Plan,No,11,CHINA,26.0,9.1,43
50927,JZI,Airlines,Online,Basic Plan,No,18,THAILAND,18.0,6.3,58
50928,JZI,Airlines,Online,Basic Plan,No,18,THAILAND,18.0,6.3,42
50931,JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,22.0,7.7,34
50935,JZI,Airlines,Online,Value Plan,No,5,CHINA,45.0,15.75,32
50936,JZI,Airlines,Online,Value Plan,No,7,CHINA,45.0,15.75,51
50945,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,21.0,5.25,33
50949,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16.0,4.0,47
50950,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,33.5,8.38,63
50952,C2B,Airlines,Online,Silver Plan,Yes,6,SINGAPORE,29.0,7.25,34
50953,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,39.0,9.75,30
50955,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,29.0,7.25,64
50956,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,34.8,8.7,43
50957,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,29.0,7.25,38
50965,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11,AUSTRALIA,49.5,29.7,31
50976,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,SOUTH AFRICA,29.7,17.82,34
50981,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,AUSTRALIA,63.0,0.0,36
50989,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,AUSTRALIA,54.0,0.0,36
50993,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,SWITZERLAND,51.0,0.0,36
50998,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,HONG KONG,25.0,0.0,36
51002,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,BELGIUM,112.0,0.0,36
51004,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,PHILIPPINES,112.0,0.0,36
51006,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,INDIA,34.0,0.0,36
51007,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,MALAYSIA,34.0,0.0,36
51008,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,UNITED STATES,97.0,0.0,34
51011,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,AUSTRALIA,80.0,0.0,36
51013,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,ITALY,77.0,0.0,36
51014,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,THAILAND,34.0,0.0,36
51016,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,HONG KONG,47.0,0.0,36
51017,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,HONG KONG,25.0,0.0,40
51020,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,THAILAND,20.0,0.0,43
51021,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,INDIA,112.0,0.0,36
51025,EPX,Travel Agency,Online,Cancellation Plan,No,14,THAILAND,21.0,0.0,47
51028,EPX,Travel Agency,Online,Cancellation Plan,No,5,INDONESIA,18.0,0.0,23
51029,EPX,Travel Agency,Online,Cancellation Plan,No,17,SPAIN,80.0,0.0,36
51030,EPX,Travel Agency,Online,Cancellation Plan,No,11,HONG KONG,10.0,0.0,30
51031,EPX,Travel Agency,Online,Cancellation Plan,No,5,INDONESIA,27.0,0.0,36
51035,EPX,Travel Agency,Online,Cancellation Plan,No,15,PHILIPPINES,44.0,0.0,36
51037,EPX,Travel Agency,Online,Cancellation Plan,No,6,SINGAPORE,10.0,0.0,46
51041,EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,12.0,0.0,36
51044,EPX,Travel Agency,Online,Cancellation Plan,No,17,BRUNEI DARUSSALAM,26.0,0.0,36
51048,EPX,Travel Agency,Online,Cancellation Plan,No,16,CHINA,21.0,0.0,36
51049,EPX,Travel Agency,Online,Cancellation Plan,No,27,INDIA,21.0,0.0,36
51051,EPX,Travel Agency,Online,Cancellation Plan,No,14,UNITED STATES,69.0,0.0,32
51053,EPX,Travel Agency,Online,Cancellation Plan,No,29,SINGAPORE,10.0,0.0,23
51055,EPX,Travel Agency,Online,Cancellation Plan,No,4,BULGARIA,13.0,0.0,36
51058,EPX,Travel Agency,Online,Cancellation Plan,No,4,CHINA,44.0,0.0,36
51059,EPX,Travel Agency,Online,Cancellation Plan,No,26,SINGAPORE,36.0,0.0,36
51063,EPX,Travel Agency,Online,Cancellation Plan,No,23,"TAIWAN, PROVINCE OF CHINA",33.0,0.0,36
51064,EPX,Travel Agency,Online,Cancellation Plan,No,17,THAILAND,17.0,0.0,36
51067,EPX,Travel Agency,Online,Cancellation Plan,No,4,CHINA,56.0,0.0,36
51068,EPX,Travel Agency,Online,Cancellation Plan,No,22,PHILIPPINES,15.0,0.0,36
51074,EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED STATES,36.0,0.0,25
51076,EPX,Travel Agency,Online,Cancellation Plan,No,8,NETHERLANDS,12.0,0.0,36
51080,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,SINGAPORE,45.0,0.0,27
51083,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,MYANMAR,20.0,0.0,36
51084,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,MALAYSIA,20.0,0.0,45
51093,KML,Travel Agency,Online,Premier Plan,No,24,INDONESIA,29.0,11.02,48
51094,RAB,Airlines,Online,Value Plan,No,10,BRUNEI DARUSSALAM,23.0,9.2,38
51095,RAB,Airlines,Online,Value Plan,No,26,BRUNEI DARUSSALAM,23.0,9.2,39
51096,RAB,Airlines,Online,Value Plan,No,11,BRUNEI DARUSSALAM,31.0,12.4,57
51099,RAB,Airlines,Online,Value Plan,No,17,BRUNEI DARUSSALAM,15.0,6.0,50
51100,RAB,Airlines,Online,Value Plan,No,2,BRUNEI DARUSSALAM,15.0,6.0,50
51101,RAB,Airlines,Online,Value Plan,No,14,BRUNEI DARUSSALAM,15.0,6.0,27
51103,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,21,UNITED KINGDOM,76.5,49.73,22
51104,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,3,MALAYSIA,26.5,17.23,32
51108,JZI,Airlines,Online,Basic Plan,No,14,CHINA,26.0,9.1,51
51118,JZI,Airlines,Online,Basic Plan,No,6,CHINA,22.0,7.7,31
51121,JZI,Airlines,Online,Basic Plan,No,13,MYANMAR,18.0,6.3,26
51122,JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,18.0,6.3,72
51127,JZI,Airlines,Online,Basic Plan,No,25,MALAYSIA,22.0,7.7,42
51131,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,33.5,8.38,44
51134,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,20.0,5.0,27
51137,C2B,Airlines,Online,Bronze Plan,No,2,SINGAPORE,16.2,4.05,53
51139,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,13.5,3.38,29
51140,C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,65.0,16.25,36
51142,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,16.0,4.0,37
51143,C2B,Airlines,Online,Bronze Plan,Yes,2,SINGAPORE,27.0,6.75,37
51144,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,16.0,4.0,38
51146,C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,62.0,15.5,35
51147,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,35.4,8.85,33
51148,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,46.8,11.7,33
51159,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,MALAYSIA,9.9,5.94,51
51161,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,THAILAND,39.6,23.76,51
51163,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11,AUSTRALIA,39.6,23.76,47
51165,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,MALAYSIA,39.6,23.76,46
51166,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,NETHERLANDS,168.3,100.98,31
51167,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,IRELAND,29.7,17.82,30
51168,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,SLOVENIA,59.4,35.64,28
51174,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,MALAYSIA,19.8,11.88,34
51175,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,GERMANY,99.0,59.4,67
51178,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,HONG KONG,69.0,0.0,36
51179,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,HONG KONG,52.0,0.0,36
51180,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,CHINA,32.0,0.0,36
51185,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,JAPAN,70.0,0.0,36
51186,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,MYANMAR,27.0,0.0,36
51187,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,JAPAN,38.0,0.0,32
51189,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,101.0,0.0,36
51190,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,PHILIPPINES,21.0,0.0,36
51191,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,UNITED STATES,112.0,0.0,28
51193,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,24.0,0.0,57
51195,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,INDONESIA,27.0,0.0,36
51202,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,HONG KONG,45.0,0.0,36
51204,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,CHINA,45.0,0.0,36
51208,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,JAPAN,95.0,0.0,36
51209,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,"TAIWAN, PROVINCE OF CHINA",35.0,0.0,36
51211,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,CHINA,27.0,0.0,36
51214,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,HONG KONG,57.0,0.0,36
51215,EPX,Travel Agency,Online,Cancellation Plan,No,28,HONG KONG,20.0,0.0,36
51217,EPX,Travel Agency,Online,Cancellation Plan,No,8,CHINA,10.0,0.0,27
51219,EPX,Travel Agency,Online,Cancellation Plan,No,19,SINGAPORE,10.0,0.0,25
51225,EPX,Travel Agency,Online,Cancellation Plan,No,3,VIET NAM,16.0,0.0,36
51226,EPX,Travel Agency,Online,Cancellation Plan,No,14,INDIA,31.0,0.0,36
51228,EPX,Travel Agency,Online,Cancellation Plan,No,18,THAILAND,10.0,0.0,61
51230,EPX,Travel Agency,Online,Cancellation Plan,No,14,MALAYSIA,10.0,0.0,42
51231,EPX,Travel Agency,Online,Cancellation Plan,No,24,HONG KONG,20.0,0.0,36
51235,EPX,Travel Agency,Online,Cancellation Plan,No,6,THAILAND,10.0,0.0,31
51240,EPX,Travel Agency,Online,Cancellation Plan,No,4,MALAYSIA,10.0,0.0,45
51241,EPX,Travel Agency,Online,Cancellation Plan,No,14,VIET NAM,21.0,0.0,36
51242,EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,56.0,0.0,36
51244,EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,11.0,0.0,36
51246,EPX,Travel Agency,Online,Cancellation Plan,No,14,MALAYSIA,24.0,0.0,49
51248,EPX,Travel Agency,Online,Cancellation Plan,No,23,THAILAND,18.0,0.0,27
51249,EPX,Travel Agency,Online,Cancellation Plan,No,10,SINGAPORE,15.0,0.0,27
51253,EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED STATES,10.0,0.0,50
51254,EPX,Travel Agency,Online,Cancellation Plan,No,6,MACAO,53.0,0.0,63
51259,EPX,Travel Agency,Online,Cancellation Plan,No,4,VIET NAM,10.0,0.0,40
51261,EPX,Travel Agency,Online,Cancellation Plan,No,16,CHINA,15.0,0.0,36
51264,EPX,Travel Agency,Online,Cancellation Plan,No,11,CHINA,11.0,0.0,36
51268,EPX,Travel Agency,Online,Cancellation Plan,No,4,INDIA,76.0,0.0,36
51269,EPX,Travel Agency,Online,Cancellation Plan,No,12,INDIA,27.0,0.0,36
51271,EPX,Travel Agency,Online,Cancellation Plan,No,24,CHINA,15.0,0.0,36
51277,EPX,Travel Agency,Online,Cancellation Plan,No,14,VIET NAM,23.0,0.0,36
51283,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,CHINA,55.0,0.0,35
51284,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,UNITED STATES,107.0,0.0,34
51294,RAB,Airlines,Online,Value Plan,No,14,BRUNEI DARUSSALAM,31.0,12.4,33
51295,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15.0,6.0,26
51298,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,9,THAILAND,26.5,17.23,44
51299,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,19,DENMARK,40.0,26.0,36
51306,JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,18.0,6.3,69
51311,JZI,Airlines,Online,Basic Plan,No,23,VIET NAM,22.0,7.7,39
51313,JZI,Airlines,Online,Basic Plan,No,21,AUSTRALIA,40.0,14.0,60
51314,JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,18.0,6.3,32
51316,JZI,Airlines,Online,Basic Plan,No,18,VIET NAM,33.0,11.55,31
51318,JZI,Airlines,Online,Basic Plan,No,13,THAILAND,22.0,7.7,65
51321,JZI,Airlines,Online,Value Plan,No,9,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,75
51328,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,24.0,6.0,26
51329,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,19.2,4.8,29
51331,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,21.0,5.25,27
51332,C2B,Airlines,Online,Silver Plan,No,17,SINGAPORE,48.5,12.13,71
51334,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,29.5,7.38,32
51336,C2B,Airlines,Online,Silver Plan,Yes,4,SINGAPORE,29.0,7.25,40
51337,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,22.5,5.63,55
51338,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,39.0,9.75,40
51339,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,39.0,9.75,39
51340,C2B,Airlines,Online,Gold Plan,No,13,SINGAPORE,88.0,22.0,41
51347,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,"TAIWAN, PROVINCE OF CHINA",69.3,41.58,38
51348,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,"KOREA, REPUBLIC OF",29.7,17.82,32
51352,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,MALAYSIA,19.8,11.88,54
51354,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,THAILAND,19.8,11.88,50
51355,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,AUSTRALIA,49.5,29.7,41
51359,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,AUSTRALIA,29.7,17.82,37
51360,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,AUSTRALIA,69.3,41.58,31
51361,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,NEW ZEALAND,79.2,47.52,58
51364,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,HONG KONG,25.0,0.0,36
51375,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,"KOREA, REPUBLIC OF",71.0,0.0,36
51376,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,MALAYSIA,24.0,0.0,36
51377,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,NETHERLANDS,83.0,0.0,36
51379,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,AUSTRALIA,67.0,0.0,36
51390,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,UNITED STATES,110.0,0.0,44
51392,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,AUSTRALIA,112.0,0.0,36
51393,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,CHINA,28.0,0.0,36
51394,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,"KOREA, REPUBLIC OF",65.0,0.0,28
51396,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,GERMANY,112.0,0.0,36
51397,EPX,Travel Agency,Online,Cancellation Plan,No,27,JAPAN,21.0,0.0,36
51400,EPX,Travel Agency,Online,Cancellation Plan,No,16,CHINA,40.0,0.0,36
51406,EPX,Travel Agency,Online,Cancellation Plan,No,22,SINGAPORE,28.0,0.0,36
51408,EPX,Travel Agency,Online,Cancellation Plan,No,23,UNITED STATES,37.0,0.0,64
51409,EPX,Travel Agency,Online,Cancellation Plan,No,12,VIET NAM,10.0,0.0,55
51410,EPX,Travel Agency,Online,Cancellation Plan,No,2,MACAO,10.0,0.0,36
51411,EPX,Travel Agency,Online,Cancellation Plan,No,20,AUSTRALIA,37.0,0.0,36
51412,EPX,Travel Agency,Online,Cancellation Plan,No,7,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,36
51413,EPX,Travel Agency,Online,Cancellation Plan,No,2,MALAYSIA,10.0,0.0,61
51416,EPX,Travel Agency,Online,Cancellation Plan,No,10,INDONESIA,12.0,0.0,33
51418,EPX,Travel Agency,Online,Cancellation Plan,No,8,HONG KONG,28.0,0.0,36
51419,EPX,Travel Agency,Online,Cancellation Plan,No,16,UNITED KINGDOM,13.0,0.0,36
51422,EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED KINGDOM,67.0,0.0,36
51424,EPX,Travel Agency,Online,Cancellation Plan,No,4,AUSTRALIA,30.0,0.0,36
51426,EPX,Travel Agency,Online,Cancellation Plan,No,18,UNITED STATES,64.0,0.0,55
51428,EPX,Travel Agency,Online,Cancellation Plan,No,10,THAILAND,10.0,0.0,57
51432,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,15,THAILAND,20.0,0.0,27
51441,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20,JAPAN,22.0,0.0,36
51443,RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15.0,6.0,67
51445,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,28,UNITED STATES,78.0,50.7,31
51446,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,28,UNITED STATES,78.0,50.7,34
51451,SSI,Airlines,Online,Ticket Protector,No,14,SINGAPORE,1.35,0.38,48
51453,SSI,Airlines,Online,Ticket Protector,No,13,SINGAPORE,6.95,1.95,48
51457,JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18.0,6.3,63
51458,JZI,Airlines,Online,Basic Plan,No,4,CHINA,22.0,7.7,32
51459,JZI,Airlines,Online,Basic Plan,No,10,THAILAND,30.0,10.5,37
51462,JZI,Airlines,Online,Basic Plan,No,25,INDONESIA,18.0,6.3,29
51466,JZI,Airlines,Online,Value Plan,No,13,UNITED STATES,121.0,42.35,42
51467,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,16.0,4.0,41
51468,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,20.0,5.0,27
51470,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,33.5,8.38,28
51471,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,21.0,5.25,51
51474,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16.0,4.0,53
51476,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,53.0,13.25,36
51481,C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,27.0,6.75,43
51482,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,78.0,19.5,33
51485,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,39.0,9.75,22
51486,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,29.5,7.38,28
51488,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,27.0,6.75,23
51489,C2B,Airlines,Online,Silver Plan,No,20,SINGAPORE,62.0,15.5,54
51490,C2B,Airlines,Online,Silver Plan,Yes,5,SINGAPORE,22.5,5.63,34
51491,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,39.0,9.75,61
51498,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,MALAYSIA,29.7,17.82,31
51502,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20,SWITZERLAND,59.4,35.64,34
